Genero_Usuario,Idade_Usuario,Veiculo,Loja_Aluguel,Data_Aluguel,Hora_Aluguel,Loja_Devolucao,Data_Devolucao,Hora_Devolucao
M,29,11609,157,01/02/2020,17:55:18,62,01/02/2020,18:02:43
F,28,10368,409,01/02/2020,17:55:31,432,01/02/2020,18:00:42
M,39,9008,149,01/02/2020,17:55:38,145,01/02/2020,17:58:20
F,38,7527,111,01/02/2020,17:55:40,256,01/02/2020,18:01:38
F,32,8701,1,01/02/2020,17:55:43,202,01/02/2020,18:19:42
M,20,9805,371,01/02/2020,17:55:44,366,01/02/2020,18:00:42
M,27,9766,1,01/02/2020,17:55:55,202,01/02/2020,18:19:37
F,33,8734,77,01/02/2020,17:56:04,68,01/02/2020,18:01:32
M,29,7889,440,01/02/2020,17:56:15,432,01/02/2020,18:02:15
M,29,10830,78,01/02/2020,17:56:16,1,01/02/2020,18:26:55
F,30,12472,152,01/02/2020,17:56:18,149,01/02/2020,18:02:34
F,45,10154,306,01/02/2020,17:56:22,165,01/02/2020,18:09:04
M,27,10952,185,01/02/2020,17:56:23,77,01/02/2020,18:01:54
F,22,12509,78,01/02/2020,17:56:28,447,01/02/2020,18:07:35
M,40,9017,79,01/02/2020,17:56:33,169,01/02/2020,18:00:21
M,32,9201,99,01/02/2020,17:56:37,63,01/02/2020,18:19:15
M,46,7833,18,01/02/2020,17:56:49,53,01/02/2020,18:09:24
M,24,8709,142,01/02/2020,17:56:49,146,01/02/2020,18:42:29
M,40,8785,92,01/02/2020,17:57:02,10,01/02/2020,18:12:26
M,49,15153,327,01/02/2020,17:57:05,300,01/02/2020,18:06:09
M,32,7560,64,01/02/2020,17:57:07,171,01/02/2020,18:05:58
F,38,11925,92,01/02/2020,17:57:13,10,01/02/2020,18:12:30
M,24,11889,390,01/02/2020,17:57:15,415,01/02/2020,17:59:36
F,31,11002,173,01/02/2020,17:57:35,1,01/02/2020,18:29:33
M,34,11018,77,01/02/2020,17:57:39,287,01/02/2020,18:22:58
M,22,6824,109,01/02/2020,17:57:42,48,01/02/2020,18:30:28
M,36,10178,92,01/02/2020,17:57:49,28,01/02/2020,18:20:33
M,28,6919,104,01/02/2020,17:57:52,104,01/02/2020,18:06:04
M,61,12100,92,01/02/2020,17:58:00,261,01/02/2020,18:29:42
M,41,10714,151,01/02/2020,17:58:04,277,01/02/2020,18:08:00
M,28,8886,447,01/02/2020,17:58:20,56,01/02/2020,18:11:05
M,30,12102,325,01/02/2020,17:58:30,340,01/02/2020,18:10:29
M,22,8670,254,01/02/2020,17:58:35,36,01/02/2020,18:14:08
F,28,12230,447,01/02/2020,17:58:45,56,01/02/2020,18:11:32
M,29,11280,7,01/02/2020,17:58:52,254,01/02/2020,18:09:01
F,30,11839,71,01/02/2020,17:58:57,287,01/02/2020,18:31:44
M,58,11209,244,01/02/2020,17:59:06,197,01/02/2020,18:05:42
M,29,15210,160,01/02/2020,17:59:10,449,01/02/2020,18:15:16
F,33,9199,89,01/02/2020,17:59:12,11,01/02/2020,18:15:29
F,26,8489,43,01/02/2020,17:59:13,118,01/02/2020,18:19:45
M,29,9827,283,01/02/2020,17:59:14,317,01/02/2020,18:02:39
F,26,10680,395,01/02/2020,17:59:17,425,01/02/2020,18:57:28
M,55,8920,41,01/02/2020,17:59:22,17,01/02/2020,18:10:07
M,22,15011,247,01/02/2020,17:59:23,222,01/02/2020,18:29:31
M,36,7252,455,01/02/2020,17:59:23,305,01/02/2020,18:33:10
M,65,7439,421,01/02/2020,17:59:33,421,01/02/2020,18:09:26
F,27,7706,104,01/02/2020,17:59:37,107,01/02/2020,18:15:10
M,26,8878,442,01/02/2020,17:59:39,427,01/02/2020,18:03:53
M,29,9899,281,01/02/2020,17:59:44,164,01/02/2020,18:09:08
M,26,7793,56,01/02/2020,17:59:51,25,01/02/2020,18:09:30
M,35,8148,43,01/02/2020,17:59:55,274,01/02/2020,18:05:59
M,41,8801,195,01/02/2020,18:00:02,31,01/02/2020,18:12:27
M,20,12377,377,01/02/2020,18:00:09,430,01/02/2020,18:13:57
M,58,11790,51,01/02/2020,18:00:13,76,01/02/2020,18:09:46
M,23,10339,436,01/02/2020,18:00:19,259,01/02/2020,18:30:28
M,32,12448,142,01/02/2020,18:00:22,291,01/02/2020,18:18:06
F,35,10764,67,01/02/2020,18:00:26,23,01/02/2020,18:11:16
F,25,10026,242,01/02/2020,18:00:28,272,01/02/2020,18:32:35
M,40,10871,302,01/02/2020,18:00:28,298,01/02/2020,18:16:29
M,27,8069,104,01/02/2020,18:00:30,107,01/02/2020,18:14:58
F,25,12196,20,01/02/2020,18:00:36,141,01/02/2020,18:13:26
M,55,15036,108,01/02/2020,18:00:38,190,01/02/2020,18:27:30
M,26,4154,242,01/02/2020,18:00:39,272,01/02/2020,18:32:41
M,50,12270,80,01/02/2020,18:00:40,71,01/02/2020,18:03:59
F,26,10488,22,01/02/2020,18:00:42,18,01/02/2020,18:09:53
F,26,7627,281,01/02/2020,18:00:43,137,01/02/2020,18:21:26
M,27,11090,254,01/02/2020,18:00:51,31,01/02/2020,18:07:09
M,56,12021,253,01/02/2020,18:00:57,187,01/02/2020,18:21:34
M,42,12428,61,01/02/2020,18:01:09,187,01/02/2020,18:15:00
F,46,4188,271,01/02/2020,18:01:11,119,01/02/2020,18:11:15
M,26,10707,369,01/02/2020,18:01:12,135,01/02/2020,18:22:57
M,33,8453,107,01/02/2020,18:01:23,125,01/02/2020,18:07:45
F,34,7762,314,01/02/2020,18:01:23,308,01/02/2020,18:15:29
F,25,11963,174,01/02/2020,18:01:24,54,01/02/2020,18:28:31
F,64,11474,392,01/02/2020,18:01:25,312,01/02/2020,18:23:16
M,48,8928,97,01/02/2020,18:01:28,176,01/02/2020,18:22:29
F,27,10430,70,01/02/2020,18:01:33,142,01/02/2020,18:09:46
M,66,10152,392,01/02/2020,18:01:36,312,01/02/2020,18:23:18
M,24,10219,87,01/02/2020,18:01:48,87,01/02/2020,18:12:50
F,25,10031,221,01/02/2020,18:01:51,27,01/02/2020,18:25:52
F,23,15010,434,01/02/2020,18:01:54,300,01/02/2020,18:21:35
M,45,15122,434,01/02/2020,18:02:05,300,01/02/2020,18:21:24
M,56,7012,24,01/02/2020,18:02:23,1,01/02/2020,18:09:41
F,27,4285,38,01/02/2020,18:02:24,57,01/02/2020,18:08:01
F,28,10047,77,01/02/2020,18:02:40,68,01/02/2020,18:06:18
M,26,4074,203,01/02/2020,18:02:42,64,01/02/2020,18:26:34
F,23,8568,306,01/02/2020,18:02:57,152,01/02/2020,18:14:45
M,30,11080,321,01/02/2020,18:03:06,318,01/02/2020,18:07:19
M,31,12164,474,01/02/2020,18:03:13,269,01/02/2020,18:22:42
M,18,10208,27,01/02/2020,18:03:15,27,01/02/2020,18:18:55
F,33,11052,95,01/02/2020,18:03:35,123,01/02/2020,18:47:56
F,38,7944,433,01/02/2020,18:03:39,390,01/02/2020,18:29:31
M,20,10723,35,01/02/2020,18:03:40,470,01/02/2020,18:40:46
M,33,8039,372,01/02/2020,18:03:45,370,01/02/2020,18:06:42
M,32,12018,95,01/02/2020,18:03:47,123,01/02/2020,18:47:58
F,26,8593,61,01/02/2020,18:03:49,136,01/02/2020,18:34:55
M,26,9297,43,01/02/2020,18:03:54,262,01/02/2020,18:15:02
M,38,10562,176,01/02/2020,18:03:55,26,01/02/2020,18:12:22
M,32,8112,195,01/02/2020,18:04:23,60,01/02/2020,18:22:18
M,26,9180,358,01/02/2020,18:04:24,377,01/02/2020,18:13:02
F,43,7303,49,01/02/2020,18:04:24,58,01/02/2020,18:20:39
F,55,10603,195,01/02/2020,18:04:42,117,01/02/2020,18:26:23
M,27,11171,408,01/02/2020,18:04:43,376,01/02/2020,18:13:04
F,29,7400,358,01/02/2020,18:04:50,377,01/02/2020,18:13:13
M,57,9663,195,01/02/2020,18:04:52,117,01/02/2020,18:26:21
M,28,8094,401,01/02/2020,18:04:54,153,01/02/2020,18:22:16
F,42,10356,19,01/02/2020,18:04:57,71,01/02/2020,18:28:43
F,28,12074,408,01/02/2020,18:05:11,376,01/02/2020,18:13:06
M,35,7329,277,01/02/2020,18:05:12,136,01/02/2020,18:12:45
F,41,4272,303,01/02/2020,18:05:19,287,01/02/2020,18:15:57
M,30,11767,63,01/02/2020,18:05:24,169,01/02/2020,18:14:08
M,33,9648,271,01/02/2020,18:05:29,87,01/02/2020,18:43:23
M,32,10757,480,01/02/2020,18:05:41,29,01/02/2020,18:27:18
M,33,10340,405,01/02/2020,18:05:42,412,01/02/2020,18:11:52
M,38,4163,6,01/02/2020,18:05:47,74,01/02/2020,18:16:25
M,29,10731,473,01/02/2020,18:05:54,468,01/02/2020,18:10:38
M,24,9229,207,01/02/2020,18:06:01,225,01/02/2020,18:11:57
M,36,12113,115,01/02/2020,18:06:02,231,01/02/2020,18:29:33
M,26,9142,376,01/02/2020,18:06:22,405,01/02/2020,18:10:28
F,27,7687,401,01/02/2020,18:06:48,321,01/02/2020,18:15:47
M,55,11621,65,01/02/2020,18:06:50,265,01/02/2020,18:15:50
M,30,10778,56,01/02/2020,18:06:52,117,01/02/2020,18:42:14
M,55,4353,309,01/02/2020,18:06:54,77,01/02/2020,18:37:38
M,39,15129,33,01/02/2020,18:06:56,33,01/02/2020,18:32:30
M,30,4023,132,01/02/2020,18:06:56,135,01/02/2020,18:10:11
M,52,15249,139,01/02/2020,18:07:02,139,01/02/2020,18:39:12
M,34,8924,324,01/02/2020,18:07:09,297,01/02/2020,18:17:32
M,22,11149,35,01/02/2020,18:07:09,40,01/02/2020,18:29:53
M,46,11797,95,01/02/2020,18:07:21,98,01/02/2020,18:16:14
M,49,8899,151,01/02/2020,18:07:21,47,01/02/2020,18:22:49
F,35,10615,30,01/02/2020,18:07:47,132,01/02/2020,18:33:24
F,27,7491,318,01/02/2020,18:07:53,375,01/02/2020,18:21:22
M,35,9655,286,01/02/2020,18:08:00,72,01/02/2020,18:15:55
M,32,11126,286,01/02/2020,18:08:14,72,01/02/2020,18:15:57
M,36,12283,133,01/02/2020,18:08:19,144,01/02/2020,18:15:51
F,29,8922,58,01/02/2020,18:08:33,69,01/02/2020,18:20:52
M,35,11238,96,01/02/2020,18:08:34,96,01/02/2020,18:54:51
M,26,4117,41,01/02/2020,18:08:35,259,01/02/2020,18:13:17
M,50,12270,71,01/02/2020,18:08:36,80,01/02/2020,18:12:47
M,43,8199,134,01/02/2020,18:08:41,186,01/02/2020,18:28:49
M,40,8612,58,01/02/2020,18:08:50,69,01/02/2020,18:23:15
M,23,8796,5,01/02/2020,18:08:52,195,01/02/2020,18:18:45
F,43,4308,240,01/02/2020,18:09:03,208,01/02/2020,18:19:33
F,32,12513,20,01/02/2020,18:09:07,189,01/02/2020,18:32:41
M,35,6887,23,01/02/2020,18:09:11,34,01/02/2020,18:16:24
M,31,10366,325,01/02/2020,18:09:22,340,01/02/2020,18:17:04
M,30,11255,50,01/02/2020,18:09:24,53,01/02/2020,18:14:28
M,29,8658,135,01/02/2020,18:09:49,172,01/02/2020,18:26:25
M,26,10796,80,01/02/2020,18:09:52,78,01/02/2020,18:12:45
M,54,9667,84,01/02/2020,18:09:53,51,01/02/2020,18:17:27
M,29,7371,35,01/02/2020,18:09:59,2,01/02/2020,18:19:48
F,38,7493,11,01/02/2020,18:10:07,261,01/02/2020,18:29:23
M,41,2332,390,01/02/2020,18:10:16,398,01/02/2020,18:16:20
M,27,11272,119,01/02/2020,18:10:18,69,01/02/2020,18:22:25
M,19,7652,402,01/02/2020,18:10:24,404,01/02/2020,18:16:14
M,25,12317,164,01/02/2020,18:10:35,59,01/02/2020,18:19:58
M,19,11705,194,01/02/2020,18:10:41,217,01/02/2020,18:18:25
F,29,11787,321,01/02/2020,18:10:46,301,01/02/2020,18:20:34
M,34,8958,111,01/02/2020,18:10:57,262,01/02/2020,18:36:02
M,51,9076,28,01/02/2020,18:11:06,52,01/02/2020,18:28:36
M,29,8407,1,01/02/2020,18:11:18,35,01/02/2020,18:18:16
M,28,8910,158,01/02/2020,18:11:18,295,01/02/2020,18:18:29
M,29,12429,182,01/02/2020,18:11:28,276,01/02/2020,18:20:52
M,45,9186,144,01/02/2020,18:11:32,356,01/02/2020,18:38:12
F,33,11550,234,01/02/2020,18:11:49,60,01/02/2020,18:21:44
F,27,7639,142,01/02/2020,18:11:57,134,01/02/2020,18:18:30
F,35,7570,144,01/02/2020,18:11:58,356,01/02/2020,18:38:01
F,40,10024,102,01/02/2020,18:11:58,104,01/02/2020,18:32:09
F,26,7819,230,01/02/2020,18:11:59,68,01/02/2020,18:36:30
M,28,12075,37,01/02/2020,18:12:07,64,01/02/2020,18:19:14
M,33,11473,76,01/02/2020,18:12:14,150,01/02/2020,18:15:57
M,27,11033,374,01/02/2020,18:12:14,412,01/02/2020,18:17:53
M,27,10233,104,01/02/2020,18:12:20,159,01/02/2020,18:34:03
M,52,7681,138,01/02/2020,18:12:28,163,01/02/2020,18:19:33
M,19,1731,144,01/02/2020,18:12:31,356,01/02/2020,18:38:03
M,28,7902,216,01/02/2020,18:12:53,206,01/02/2020,18:17:26
F,26,11945,187,01/02/2020,18:13:03,131,01/02/2020,18:32:44
M,27,10360,28,01/02/2020,18:13:08,35,01/02/2020,18:23:13
F,30,7857,474,01/02/2020,18:13:08,208,01/02/2020,18:26:00
M,26,11333,59,01/02/2020,18:13:10,60,01/02/2020,18:21:23
M,32,8354,147,01/02/2020,18:13:10,147,01/02/2020,18:25:34
M,30,8988,44,01/02/2020,18:13:11,50,01/02/2020,18:15:14
M,69,4107,310,01/02/2020,18:13:17,189,01/02/2020,18:35:01
M,34,10227,258,01/02/2020,18:13:27,182,01/02/2020,18:25:34
F,29,11464,74,01/02/2020,18:13:28,301,01/02/2020,18:23:09
M,26,10516,65,01/02/2020,18:13:32,92,01/02/2020,18:21:54
F,31,11831,43,01/02/2020,18:13:35,176,01/02/2020,18:30:45
F,27,10009,91,01/02/2020,18:13:35,142,01/02/2020,18:37:10
M,36,6941,174,01/02/2020,18:13:39,271,01/02/2020,18:23:52
M,27,9722,258,01/02/2020,18:13:40,295,01/02/2020,18:33:17
M,28,8620,91,01/02/2020,18:13:46,142,01/02/2020,18:37:12
F,31,6794,127,01/02/2020,18:13:51,136,01/02/2020,18:18:37
M,23,7106,240,01/02/2020,18:14:05,242,01/02/2020,18:23:16
M,31,8876,97,01/02/2020,18:14:10,450,01/02/2020,18:35:31
M,50,7591,25,01/02/2020,18:14:22,193,01/02/2020,18:31:57
F,32,11981,80,01/02/2020,18:14:31,133,01/02/2020,18:30:19
M,29,8943,150,01/02/2020,18:14:34,282,01/02/2020,18:23:09
F,34,9204,163,01/02/2020,18:14:36,164,01/02/2020,18:22:10
M,55,8141,265,01/02/2020,18:14:39,271,01/02/2020,18:18:20
M,35,10122,111,01/02/2020,18:14:39,254,01/02/2020,18:17:47
F,56,4068,78,01/02/2020,18:14:40,282,01/02/2020,18:27:46
M,38,12382,163,01/02/2020,18:14:48,164,01/02/2020,18:21:22
F,45,8424,265,01/02/2020,18:14:56,266,01/02/2020,18:17:52
M,27,12297,276,01/02/2020,18:15:04,136,01/02/2020,18:25:27
M,24,11506,24,01/02/2020,18:15:05,156,01/02/2020,18:29:16
M,49,3970,295,01/02/2020,18:15:11,359,01/02/2020,18:28:14
F,25,10750,24,01/02/2020,18:15:17,447,01/02/2020,18:23:02
M,27,11400,420,01/02/2020,18:15:30,393,01/02/2020,18:20:38
F,71,11602,82,01/02/2020,18:15:31,272,01/02/2020,18:30:22
F,51,7900,286,01/02/2020,18:15:40,169,01/02/2020,18:20:29
M,25,11664,13,01/02/2020,18:15:43,259,01/02/2020,18:33:54
M,37,10273,96,01/02/2020,18:15:52,96,01/02/2020,18:32:58
M,26,10892,146,01/02/2020,18:15:53,70,01/02/2020,18:17:57
F,49,11105,135,01/02/2020,18:15:59,56,01/02/2020,18:23:53
M,20,8082,18,01/02/2020,18:16:02,67,01/02/2020,18:29:04
M,33,8950,63,01/02/2020,18:16:04,146,01/02/2020,18:46:51
F,34,10263,96,01/02/2020,18:16:04,96,01/02/2020,18:32:50
M,37,4281,382,01/02/2020,18:16:04,398,01/02/2020,18:23:07
M,44,12519,262,01/02/2020,18:16:05,96,01/02/2020,18:32:41
F,37,6847,286,01/02/2020,18:16:11,284,01/02/2020,18:20:21
M,24,9922,455,01/02/2020,18:16:20,455,01/02/2020,18:54:48
M,30,6980,56,01/02/2020,18:16:22,60,01/02/2020,18:30:34
M,57,11403,130,01/02/2020,18:16:31,144,01/02/2020,18:21:38
F,28,3801,56,01/02/2020,18:16:32,60,01/02/2020,18:30:54
M,38,15054,108,01/02/2020,18:16:34,33,01/02/2020,18:31:22
F,53,12023,398,01/02/2020,18:16:47,405,01/02/2020,18:37:37
M,27,11737,461,01/02/2020,18:16:47,24,01/02/2020,18:41:00
M,52,8452,297,01/02/2020,18:16:48,280,01/02/2020,18:55:14
F,30,12259,1,01/02/2020,18:16:51,174,01/02/2020,18:27:24
M,33,12136,351,01/02/2020,18:16:52,412,01/02/2020,18:45:52
M,40,15319,108,01/02/2020,18:16:55,33,01/02/2020,18:31:25
M,38,15316,260,01/02/2020,18:16:59,139,01/02/2020,18:41:15
M,25,7620,15,01/02/2020,18:16:59,57,01/02/2020,18:25:23
F,37,7090,67,01/02/2020,18:17:00,168,01/02/2020,18:24:38
M,31,7597,131,01/02/2020,18:17:01,87,01/02/2020,18:32:57
M,42,10616,297,01/02/2020,18:17:06,310,01/02/2020,18:35:02
M,39,8155,67,01/02/2020,18:17:16,168,01/02/2020,18:24:51
M,22,12417,146,01/02/2020,18:17:16,135,01/02/2020,18:25:34
M,44,7124,447,01/02/2020,18:17:18,78,01/02/2020,18:26:15
M,35,15162,108,01/02/2020,18:17:20,33,01/02/2020,18:31:17
M,55,7358,345,01/02/2020,18:17:23,180,01/02/2020,18:26:16
M,42,9553,38,01/02/2020,18:17:25,127,01/02/2020,18:47:18
F,38,6787,261,01/02/2020,18:17:25,465,01/02/2020,18:40:35
M,23,8884,377,01/02/2020,18:17:31,399,01/02/2020,18:19:48
M,40,4127,82,01/02/2020,18:17:33,95,01/02/2020,18:27:00
F,22,8872,74,01/02/2020,18:17:36,291,01/02/2020,18:27:49
M,25,7644,402,01/02/2020,18:17:41,416,01/02/2020,18:28:21
F,27,15124,108,01/02/2020,18:17:45,479,01/02/2020,18:45:14
M,26,9862,78,01/02/2020,18:17:53,177,01/02/2020,18:21:33
M,27,15100,108,01/02/2020,18:18:06,479,01/02/2020,18:44:19
M,31,9870,132,01/02/2020,18:18:18,98,01/02/2020,18:31:34
M,44,7056,44,01/02/2020,18:18:19,134,01/02/2020,18:26:45
M,42,11570,47,01/02/2020,18:18:29,56,01/02/2020,18:21:56
M,41,11085,253,01/02/2020,18:18:48,84,01/02/2020,18:31:03
M,56,11847,1,01/02/2020,18:18:50,41,01/02/2020,18:31:10
M,31,10072,32,01/02/2020,18:18:51,186,01/02/2020,18:34:32
M,31,12299,140,01/02/2020,18:19:00,79,01/02/2020,18:33:58
F,39,11497,52,01/02/2020,18:19:10,272,01/02/2020,18:30:11
M,40,11944,48,01/02/2020,18:19:11,26,01/02/2020,18:24:19
M,25,6937,90,01/02/2020,18:19:15,87,01/02/2020,18:25:50
F,25,7398,5,01/02/2020,18:19:19,4,01/02/2020,18:21:10
M,40,7424,2,01/02/2020,18:19:29,2,01/02/2020,18:24:45
M,43,11825,18,01/02/2020,18:19:40,1,01/02/2020,18:24:17
M,37,11652,430,01/02/2020,18:20:05,443,01/02/2020,18:24:40
M,40,11156,166,01/02/2020,18:20:15,151,01/02/2020,18:28:48
M,22,11620,88,01/02/2020,18:20:15,86,01/02/2020,18:37:36
M,63,10316,170,01/02/2020,18:20:16,150,01/02/2020,18:34:21
M,22,2858,70,01/02/2020,18:20:16,292,01/02/2020,18:31:00
F,29,10689,125,01/02/2020,18:20:26,144,01/02/2020,18:30:06
F,22,10437,88,01/02/2020,18:20:28,86,01/02/2020,18:37:50
M,30,10888,45,01/02/2020,18:20:31,310,01/02/2020,18:43:00
M,33,8016,125,01/02/2020,18:20:41,144,01/02/2020,18:30:04
F,31,15245,33,01/02/2020,18:20:42,139,01/02/2020,19:04:46
M,30,8633,151,01/02/2020,18:20:43,163,01/02/2020,18:27:24
M,40,10054,448,01/02/2020,18:20:44,299,01/02/2020,18:54:33
M,40,15322,33,01/02/2020,18:20:53,139,01/02/2020,19:04:41
M,28,9173,64,01/02/2020,18:21:04,68,01/02/2020,18:28:30
M,24,7372,297,01/02/2020,18:21:17,298,01/02/2020,18:56:59
M,30,11589,137,01/02/2020,18:21:24,61,01/02/2020,18:32:38
M,34,8908,310,01/02/2020,18:21:29,351,01/02/2020,18:29:33
F,24,4345,297,01/02/2020,18:21:36,298,01/02/2020,18:57:01
F,27,8435,480,01/02/2020,18:21:42,197,01/02/2020,18:45:30
F,47,10810,480,01/02/2020,18:21:53,197,01/02/2020,18:45:24
M,53,12200,142,01/02/2020,18:21:56,239,01/02/2020,18:38:39
F,32,15329,300,01/02/2020,18:22:04,175,01/02/2020,18:27:37
M,35,10633,274,01/02/2020,18:22:06,43,01/02/2020,18:32:30
M,38,4316,141,01/02/2020,18:22:06,54,01/02/2020,18:30:32
M,31,11601,182,01/02/2020,18:22:07,64,01/02/2020,18:28:17
F,48,8198,142,01/02/2020,18:22:13,239,01/02/2020,18:38:36
M,34,11429,52,01/02/2020,18:22:17,176,01/02/2020,18:30:51
F,42,9896,274,01/02/2020,18:22:18,43,01/02/2020,18:33:03
M,27,11736,27,01/02/2020,18:22:20,254,01/02/2020,18:33:16
M,23,4285,57,01/02/2020,18:22:28,80,01/02/2020,18:27:36
M,58,12331,183,01/02/2020,18:22:29,253,01/02/2020,18:31:59
F,46,9030,297,01/02/2020,18:22:30,339,01/02/2020,18:28:42
M,23,6767,398,01/02/2020,18:22:34,393,01/02/2020,18:26:19
M,32,11324,116,01/02/2020,18:22:34,86,01/02/2020,18:25:42
M,51,9300,145,01/02/2020,18:22:40,447,01/02/2020,18:35:12
M,53,12068,297,01/02/2020,18:22:42,339,01/02/2020,18:28:35
M,40,7018,50,01/02/2020,18:22:42,402,01/02/2020,18:47:50
M,55,4098,167,01/02/2020,18:22:43,171,01/02/2020,18:25:14
M,30,11849,116,01/02/2020,18:22:53,1,01/02/2020,18:34:47
F,30,12370,476,01/02/2020,18:22:54,43,01/02/2020,18:58:06
M,36,9767,130,01/02/2020,18:22:55,136,01/02/2020,18:26:48
F,25,10017,31,01/02/2020,18:23:02,12,01/02/2020,18:32:06
M,27,9577,87,01/02/2020,18:23:13,95,01/02/2020,18:28:35
M,32,11196,426,01/02/2020,18:23:39,428,01/02/2020,18:27:23
M,25,10953,23,01/02/2020,18:23:40,13,01/02/2020,18:47:28
M,36,8265,217,01/02/2020,18:23:48,206,01/02/2020,18:38:35
F,26,11592,369,01/02/2020,18:23:49,375,01/02/2020,18:33:33
M,28,9078,432,01/02/2020,18:23:59,440,01/02/2020,18:28:22
M,57,11414,148,01/02/2020,18:24:03,448,01/02/2020,18:40:26
F,25,10341,15,01/02/2020,18:24:08,23,01/02/2020,18:25:56
M,52,7674,18,01/02/2020,18:24:20,15,01/02/2020,18:39:41
F,29,10007,13,01/02/2020,18:24:29,26,01/02/2020,18:36:27
F,23,6959,152,01/02/2020,18:24:35,30,01/02/2020,18:35:31
M,36,12062,447,01/02/2020,18:24:41,68,01/02/2020,18:29:03
F,26,8503,141,01/02/2020,18:24:46,125,01/02/2020,18:32:42
M,21,8749,36,01/02/2020,18:24:46,29,01/02/2020,18:40:53
M,25,11941,276,01/02/2020,18:24:47,138,01/02/2020,18:32:15
M,25,11795,116,01/02/2020,18:24:51,99,01/02/2020,18:32:54
M,28,10507,427,01/02/2020,18:25:00,398,01/02/2020,18:29:08
F,25,9337,245,01/02/2020,18:25:03,462,01/02/2020,18:39:41
M,28,8073,46,01/02/2020,18:25:07,299,01/02/2020,18:40:14
M,33,6771,117,01/02/2020,18:25:08,119,01/02/2020,18:27:47
M,41,7364,162,01/02/2020,18:25:12,138,01/02/2020,18:36:35
F,26,9735,173,01/02/2020,18:25:19,314,01/02/2020,18:34:19
M,17,11890,414,01/02/2020,18:25:20,424,01/02/2020,18:28:43
M,32,12121,44,01/02/2020,18:25:24,25,01/02/2020,18:35:10
M,42,12123,87,01/02/2020,18:25:25,271,01/02/2020,18:43:53
M,36,7964,233,01/02/2020,18:25:29,137,01/02/2020,18:54:25
M,28,9487,220,01/02/2020,18:25:38,208,01/02/2020,18:36:38
M,40,10504,28,01/02/2020,18:25:44,253,01/02/2020,18:30:57
M,35,10078,280,01/02/2020,18:25:56,276,01/02/2020,18:57:08
M,51,4167,47,01/02/2020,18:26:03,59,01/02/2020,18:29:42
M,48,9887,208,01/02/2020,18:26:04,468,01/02/2020,18:35:31
M,40,6800,25,01/02/2020,18:26:07,1,01/02/2020,18:31:38
M,18,10828,27,01/02/2020,18:26:09,272,01/02/2020,18:35:38
M,29,4048,303,01/02/2020,18:26:11,330,01/02/2020,18:36:05
F,54,6928,1,01/02/2020,18:26:11,18,01/02/2020,18:30:50
M,66,11513,1,01/02/2020,18:26:22,18,01/02/2020,18:30:53
M,38,7626,313,01/02/2020,18:26:23,364,01/02/2020,18:34:59
F,25,11612,182,01/02/2020,18:26:25,372,01/02/2020,18:38:39
M,40,11166,143,01/02/2020,18:26:26,165,01/02/2020,18:35:35
M,62,9369,92,01/02/2020,18:26:47,117,01/02/2020,18:49:24
M,30,8623,238,01/02/2020,18:26:49,28,01/02/2020,18:34:18
M,36,12263,116,01/02/2020,18:27:35,30,01/02/2020,18:33:07
M,32,11463,149,01/02/2020,18:27:36,373,01/02/2020,18:49:30
M,27,10062,366,01/02/2020,18:27:39,414,01/02/2020,18:34:24
M,28,10321,198,01/02/2020,18:27:42,208,01/02/2020,18:36:45
F,26,7473,1,01/02/2020,18:27:44,24,01/02/2020,18:33:44
M,62,11499,83,01/02/2020,18:27:47,74,01/02/2020,18:34:54
F,27,8475,140,01/02/2020,18:28:12,162,01/02/2020,18:40:50
M,32,10239,390,01/02/2020,18:28:16,361,01/02/2020,18:35:01
M,46,9593,143,01/02/2020,18:28:19,149,01/02/2020,18:30:28
F,20,11471,35,01/02/2020,18:28:28,125,01/02/2020,18:36:48
M,47,10859,394,01/02/2020,18:28:28,423,01/02/2020,18:34:28
M,39,10761,80,01/02/2020,18:28:29,181,01/02/2020,18:31:33
F,23,8736,390,01/02/2020,18:28:29,336,01/02/2020,18:38:08
M,31,11011,106,01/02/2020,18:28:31,47,01/02/2020,18:55:09
M,43,7788,64,01/02/2020,18:28:31,9,01/02/2020,18:50:26
M,50,10406,224,01/02/2020,18:28:36,64,01/02/2020,18:45:46
F,32,11082,35,01/02/2020,18:28:40,125,01/02/2020,18:36:40
M,26,8174,87,01/02/2020,18:29:17,151,01/02/2020,18:53:11
M,23,11276,306,01/02/2020,18:29:19,378,01/02/2020,18:47:19
F,43,9765,117,01/02/2020,18:29:21,116,01/02/2020,18:31:53
M,34,12510,70,01/02/2020,18:29:22,71,01/02/2020,19:10:00
F,28,8757,96,01/02/2020,18:29:23,122,01/02/2020,18:34:48
M,28,7271,103,01/02/2020,18:29:23,36,01/02/2020,18:50:42
M,39,11710,304,01/02/2020,18:29:24,126,01/02/2020,18:48:42
F,21,12444,52,01/02/2020,18:30:02,52,01/02/2020,18:33:17
M,26,7246,23,01/02/2020,18:30:06,27,01/02/2020,18:35:24
M,25,7255,195,01/02/2020,18:30:17,193,01/02/2020,18:51:35
M,38,12084,23,01/02/2020,18:30:26,192,01/02/2020,18:45:34
M,27,11989,195,01/02/2020,18:30:27,27,01/02/2020,18:41:21
F,26,4190,2,01/02/2020,18:30:34,2,01/02/2020,18:38:34
